,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
12,2017-06-12,2.3920906155733856,2.38062021537618,2.430224845539655,2.3920906155733856,2.3920906155733856,0.012864198641646625,0.012864198641646625,0.012864198641646625,2.056776200225859e-05,2.056776200225859e-05,2.056776200225859e-05,0.01284363087964437,0.01284363087964437,0.01284363087964437,0.0,0.0,0.0,2.4049548142150323
13,2017-06-24,2.3922217689197662,2.3895618373359575,2.43869806711176,2.3922217689197662,2.3922217689197662,0.021349717870842815,0.021349717870842815,0.021349717870842815,-0.000893175087228272,-0.000893175087228272,-0.000893175087228272,0.022242892958071084,0.022242892958071084,0.022242892958071084,0.0,0.0,0.0,2.413571486790609
14,2017-07-06,2.3923529222661464,2.3974596555172405,2.447156384495539,2.3923529222661464,2.3923529222661464,0.031173267715234123,0.031173267715234123,0.031173267715234123,-0.007423417490233456,-0.007423417490233456,-0.007423417490233456,0.03859668520546758,0.03859668520546758,0.03859668520546758,0.0,0.0,0.0,2.4235261899813807
15,2017-07-18,2.3924840756125265,2.397886560319449,2.450230053958339,2.3924840756125265,2.3924840756125265,0.031788965546645835,0.031788965546645835,0.031788965546645835,0.001858214134176597,0.001858214134176597,0.001858214134176597,0.02993075141246923,0.02993075141246923,0.02993075141246923,0.0,0.0,0.0,2.4242730411591724
16,2017-07-30,2.392615228958907,2.38621453841715,2.4350051291376498,2.392615228958907,2.392615228958907,0.017692590351451442,0.017692590351451442,0.017692590351451442,0.0010738020978634003,0.0010738020978634003,0.0010738020978634003,0.016618788253588042,0.016618788253588042,0.016618788253588042,0.0,0.0,0.0,2.4103078193103586
17,2017-08-11,2.3927463823052872,2.3899482119450317,2.440364876144627,2.3927463823052872,2.3927463823052872,0.023637556612496714,0.023637556612496714,0.023637556612496714,0.008341193326283636,0.008341193326283636,0.008341193326283636,0.015296363286213076,0.015296363286213076,0.015296363286213076,0.0,0.0,0.0,2.416383938917784
18,2017-08-23,2.3928775356516674,2.38101803592073,2.4293720456344023,2.3928775356516674,2.3928775356516674,0.012722426763945797,0.012722426763945797,0.012722426763945797,-0.002977184742884978,-0.002977184742884978,-0.002977184742884978,0.015699611506830774,0.015699611506830774,0.015699611506830774,0.0,0.0,0.0,2.405599962415613
19,2017-09-04,2.3930086889864564,2.3814845221000613,2.4316134861973078,2.3930086889864564,2.3930086889864564,0.013101790281797329,0.013101790281797329,0.013101790281797329,2.0567761998452917e-05,2.0567761998452917e-05,2.0567761998452917e-05,0.01308122251979888,0.01308122251979888,0.01308122251979888,0.0,0.0,0.0,2.4061104792682535
20,2017-09-16,2.393139842321245,2.3705507947085964,2.4208554846136603,2.393139842321245,2.393139842321245,0.0012705581735584933,0.0012705581735584933,0.0012705581735584933,-0.0008931750872136094,-0.0008931750872136094,-0.0008931750872136094,0.0021637332607721037,0.0021637332607721037,0.0021637332607721037,0.0,0.0,0.0,2.3944104004948032
21,2017-09-28,2.3932709956560334,2.3474739312807205,2.397662552067712,2.3932709956560334,2.3932709956560334,-0.020926081670922504,-0.020926081670922504,-0.020926081670922504,-0.0074234174902555825,-0.0074234174902555825,-0.0074234174902555825,-0.013502664180666922,-0.013502664180666922,-0.013502664180666922,0.0,0.0,0.0,2.3723449139851107
22,2017-10-10,2.3934021489908224,2.3514301577269996,2.40251658121089,2.3934021489908224,2.3934021489908224,-0.01817982384907581,-0.01817982384907581,-0.01817982384907581,0.0018582141341809677,0.0018582141341809677,0.0018582141341809677,-0.02003803798325678,-0.02003803798325678,-0.02003803798325678,0.0,0.0,0.0,2.3752223251417464
23,2017-10-22,2.393533302325611,2.3488433051543125,2.3971314098373058,2.393533302325611,2.393533302325611,-0.020937979539903107,-0.020937979539903107,-0.020937979539903107,0.0010738020978478954,0.0010738020978478954,0.0010738020978478954,-0.022011781637751006,-0.022011781637751006,-0.022011781637751006,0.0,0.0,0.0,2.372595322785708
24,2017-11-03,2.3936644556604,2.3526607087126763,2.4034430858751343,2.3936644556604,2.3936644556604,-0.014650108129233728,-0.014650108129233728,-0.014650108129233728,0.008341193326280076,0.008341193326280076,0.008341193326280076,-0.022991301455513806,-0.022991301455513806,-0.022991301455513806,0.0,0.0,0.0,2.3790143475311663
25,2017-11-15,2.3937956092171087,2.3483508939253754,2.3980144421526424,2.3937956092171087,2.3937956092171087,-0.018229414484280053,-0.018229414484280053,-0.018229414484280053,-0.0029771847428844986,-0.0029771847428844986,-0.0029771847428844986,-0.015252229741395553,-0.015252229741395553,-0.015252229741395553,0.0,0.0,0.0,2.3755661947328286
26,2017-12-09,2.3940579163305262,2.3624157586295946,2.4106365991990297,2.3940579163305262,2.3940579163305262,-0.00840833391473866,-0.00840833391473866,-0.00840833391473866,-0.0008931750872332854,-0.0008931750872332854,-0.0008931750872332854,-0.007515158827505374,-0.007515158827505374,-0.007515158827505374,0.0,0.0,0.0,2.3856495824157875
27,2017-12-21,2.3941890698872355,2.349886159700021,2.400000489847075,2.3941890698872355,2.3941890698872355,-0.018710967684098793,-0.018710967684098793,-0.018710967684098793,-0.007423417490228784,-0.007423417490228784,-0.007423417490228784,-0.011287550193870009,-0.011287550193870009,-0.011287550193870009,0.0,0.0,0.0,2.375478102203137
28,2018-01-02,2.3943202234439442,2.347964148102587,2.4000485071334476,2.3943202234439442,2.3943202234439442,-0.019693281064854597,-0.019693281064854597,-0.019693281064854597,0.00185821413421516,0.00185821413421516,0.00185821413421516,-0.021551495199069758,-0.021551495199069758,-0.021551495199069758,0.0,0.0,0.0,2.3746269423790896
29,2018-01-14,2.394451377000653,2.3479502081050185,2.3975818053437745,2.394451377000653,2.394451377000653,-0.021693814584777253,-0.021693814584777253,-0.021693814584777253,0.0010738020978544368,0.0010738020978544368,0.0010738020978544368,-0.022767616682631688,-0.022767616682631688,-0.022767616682631688,0.0,0.0,0.0,2.3727575624158757
30,2018-01-26,2.394582530557362,2.3713687269616455,2.4215358746186944,2.394582530557362,2.394582530557362,0.0010690176563610823,0.0010690176563610823,0.0010690176563610823,0.008341193326278255,0.008341193326278255,0.008341193326278255,-0.007272175669917174,-0.007272175669917174,-0.007272175669917174,0.0,0.0,0.0,2.395651548213723
31,2018-02-07,2.3947136844013643,2.3562839230756274,2.4066896153539066,2.3947136844013643,2.3947136844013643,-0.01262137961622105,-0.01262137961622105,-0.01262137961622105,-0.0029771847428696962,-0.0029771847428696962,-0.0029771847428696962,-0.009644194873351357,-0.009644194873351357,-0.009644194873351357,0.0,0.0,0.0,2.3820923047851434
32,2018-06-19,2.3961563766853917,2.3880737013679023,2.438355873042349,2.3961563766853917,2.3961563766853917,0.016548231507793207,0.016548231507793207,0.016548231507793207,0.0018582141342042289,0.0018582141342042289,0.0018582141342042289,0.014690017373588979,0.014690017373588979,0.014690017373588979,0.0,0.0,0.0,2.412704608193185
33,2018-07-01,2.3962875305293942,2.4064060860972982,2.456177916284213,2.3962875305293942,2.3962875305293942,0.034768524601390675,0.034768524601390675,0.034768524601390675,0.0010738020978454728,0.0010738020978454728,0.0010738020978454728,0.033694722503545195,0.033694722503545195,0.033694722503545195,0.0,0.0,0.0,2.4310560551307847
34,2018-07-13,2.3964186843733963,2.41624738744277,2.4665427298300577,2.3964186843733963,2.3964186843733963,0.04475706117713046,0.04475706117713046,0.04475706117713046,0.00834119332628787,0.00834119332628787,0.00834119332628787,0.036415867850842595,0.036415867850842595,0.036415867850842595,0.0,0.0,0.0,2.441175745550527
35,2018-07-25,2.3965498382173993,2.3900550128317235,2.439573556074478,2.3965498382173993,2.3965498382173993,0.01801142055992228,0.01801142055992228,0.01801142055992228,-0.0029771847428802967,-0.0029771847428802967,-0.0029771847428802967,0.020988605302802575,0.020988605302802575,0.020988605302802575,0.0,0.0,0.0,2.4145612587773218
36,2018-08-06,2.3966809920614014,2.3879400180124666,2.4363014131559972,2.3966809920614014,2.3966809920614014,0.01497232859226434,0.01497232859226434,0.01497232859226434,2.056776199057735e-05,2.056776199057735e-05,2.056776199057735e-05,0.014951760830273763,0.014951760830273763,0.014951760830273763,0.0,0.0,0.0,2.4116533206536657
37,2018-08-18,2.396956540803611,2.3856906498576937,2.436115524603081,2.396956540803611,2.396956540803611,0.014907517671522309,0.014907517671522309,0.014907517671522309,-0.000893175087219751,-0.000893175087219751,-0.000893175087219751,0.015800692758742057,0.015800692758742057,0.015800692758742057,0.0,0.0,0.0,2.411864058475133
38,2018-08-24,2.3970943151747157,2.397065146872672,2.449058926593664,2.3970943151747157,2.3970943151747157,0.02398905498591844,0.02398905498591844,0.02398905498591844,0.00834119332628522,0.00834119332628522,0.00834119332628522,0.015647861659633222,0.015647861659633222,0.015647861659633222,0.0,0.0,0.0,2.421083370160634
39,2018-08-30,2.3972320895458203,2.3791655068360145,2.4295559480556768,2.3972320895458203,2.3972320895458203,0.007400133182044597,0.007400133182044597,0.007400133182044597,-0.0074234174902309425,-0.0074234174902309425,-0.0074234174902309425,0.014823550672275539,0.014823550672275539,0.014823550672275539,0.0,0.0,0.0,2.404632222727865
40,2018-09-11,2.39750763828803,2.381580895587492,2.4316797664873984,2.39750763828803,2.39750763828803,0.010107329279123839,0.010107329279123839,0.010107329279123839,0.0018582141341787779,0.0018582141341787779,0.0018582141341787779,0.00824911514494506,0.00824911514494506,0.00824911514494506,0.0,0.0,0.0,2.407614967567154
41,2018-09-23,2.397783187030239,2.368063699526837,2.417142509803244,2.397783187030239,2.397783187030239,-0.0060683716393824146,-0.0060683716393824146,-0.0060683716393824146,0.0010738020978486662,0.0010738020978486662,0.0010738020978486662,-0.007142173737231082,-0.007142173737231082,-0.007142173737231082,0.0,0.0,0.0,2.3917148153908565
42,2018-10-05,2.398058735772449,2.3629960049088,2.412764479890855,2.398058735772449,2.398058735772449,-0.010147565295817888,-0.010147565295817888,-0.010147565295817888,0.008341193326279892,0.008341193326279892,0.008341193326279892,-0.01848875862209778,-0.01848875862209778,-0.01848875862209778,0.0,0.0,0.0,2.387911170476631
43,2018-10-17,2.398473551322871,2.3484739943167585,2.399886674524399,2.398473551322871,2.398473551322871,-0.023951584957651675,-0.023951584957651675,-0.023951584957651675,-0.002977184742853936,-0.002977184742853936,-0.002977184742853936,-0.02097440021479774,-0.02097440021479774,-0.02097440021479774,0.0,0.0,0.0,2.3745219663652195
44,2018-10-29,2.398888366873293,2.351341810377568,2.3993052938739687,2.398888366873293,2.398888366873293,-0.023309900001876323,-0.023309900001876323,-0.023309900001876323,2.0567762014627255e-05,2.0567762014627255e-05,2.0567762014627255e-05,-0.023330467763890944,-0.023330467763890944,-0.023330467763890944,0.0,0.0,0.0,2.3755784668714166
45,2018-11-10,2.399303182423715,2.3548679045367145,2.4010804411448894,2.399303182423715,2.399303182423715,-0.020464076015303475,-0.020464076015303475,-0.020464076015303475,-0.0008931750872266854,-0.0008931750872266854,-0.0008931750872266854,-0.019570900928076788,-0.019570900928076788,-0.019570900928076788,0.0,0.0,0.0,2.3788391064084116
46,2018-11-22,2.3997179979741374,2.3562357704761494,2.406701961322785,2.3997179979741374,2.3997179979741374,-0.017470719921043727,-0.017470719921043727,-0.017470719921043727,-0.007423417490253069,-0.007423417490253069,-0.007423417490253069,-0.010047302430790658,-0.010047302430790658,-0.010047302430790658,0.0,0.0,0.0,2.382247278053094
47,2018-12-04,2.4001328135245594,2.3714819194749643,2.418750028764385,2.4001328135245594,2.4001328135245594,-0.005171568941137097,-0.005171568941137097,-0.005171568941137097,0.0018582141341634765,0.0018582141341634765,0.0018582141341634765,-0.007029783075300572,-0.007029783075300572,-0.007029783075300572,0.0,0.0,0.0,2.3949612445834223
48,2018-12-16,2.4005476290749814,2.368213158383015,2.4165204488093335,2.4005476290749814,2.4005476290749814,-0.007869621965033631,-0.007869621965033631,-0.007869621965033631,0.0010738020978552077,0.0010738020978552077,0.0010738020978552077,-0.008943424062888838,-0.008943424062888838,-0.008943424062888838,0.0,0.0,0.0,2.392678007109948
49,2018-12-28,2.4010417905316355,2.3679625711932473,2.4190567154187583,2.4010417905316355,2.4010417905316355,-0.00829267620368397,-0.00829267620368397,-0.00829267620368397,0.008341193326286907,0.008341193326286907,0.008341193326286907,-0.01663386952997088,-0.01663386952997088,-0.01663386952997088,0.0,0.0,0.0,2.3927491143279513
50,2019-01-09,2.401535951988289,2.348219022564126,2.398070088079953,2.401535951988289,2.401535951988289,-0.027928626093495036,-0.027928626093495036,-0.027928626093495036,-0.0029771847428765744,-0.0029771847428765744,-0.0029771847428765744,-0.02495144135061846,-0.02495144135061846,-0.02495144135061846,0.0,0.0,0.0,2.373607325894794
51,2019-01-21,2.4020301134449427,2.3642549350078466,2.4123207647751914,2.4020301134449427,2.4020301134449427,-0.014272473298415923,-0.014272473298415923,-0.014272473298415923,2.0567762000568165e-05,2.0567762000568165e-05,2.0567762000568165e-05,-0.01429304106041649,-0.01429304106041649,-0.01429304106041649,0.0,0.0,0.0,2.3877576401465266
52,2019-02-02,2.4025242749015963,2.37154617473955,2.4224425056028562,2.4025242749015963,2.4025242749015963,-0.005543408934573942,-0.005543408934573942,-0.005543408934573942,-0.0008931750872336187,-0.0008931750872336187,-0.0008931750872336187,-0.004650233847340323,-0.004650233847340323,-0.004650233847340323,0.0,0.0,0.0,2.396980865967022
53,2019-02-14,2.40301843635825,2.3485678511727914,2.3993312139713665,2.40301843635825,2.40301843635825,-0.028371244471146,-0.028371244471146,-0.028371244471146,-0.007423417490243085,-0.007423417490243085,-0.007423417490243085,-0.020947826980902914,-0.020947826980902914,-0.020947826980902914,0.0,0.0,0.0,2.374647191887104
54,2019-02-26,2.4035125978149035,2.351678081296837,2.4032879999188292,2.4035125978149035,2.4035125978149035,-0.02497006599624439,-0.02497006599624439,-0.02497006599624439,0.0018582141342173397,0.0018582141342173397,0.0018582141342173397,-0.026828280130461728,-0.026828280130461728,-0.026828280130461728,0.0,0.0,0.0,2.3785425318186593
55,2019-03-10,2.404006759294703,2.368023034453025,2.4203106333181235,2.404006759294703,2.404006759294703,-0.009313630476915287,-0.009313630476915287,-0.009313630476915287,0.0010738020978617497,0.0010738020978617497,0.0010738020978617497,-0.010387432574777039,-0.010387432574777039,-0.010387432574777039,0.0,0.0,0.0,2.3946931288177877
56,2019-03-22,2.4045009207745016,2.378360338403786,2.4275511935030383,2.4045009207745016,2.4045009207745016,-0.0019250828972054252,-0.0019250828972054252,-0.0019250828972054252,0.008341193326278931,0.008341193326278931,0.008341193326278931,-0.010266276223484356,-0.010266276223484356,-0.010266276223484356,0.0,0.0,0.0,2.402575837877296
57,2019-04-03,2.4049950822543007,2.3651028974716057,2.4126481633918866,2.4049950822543007,2.4049950822543007,-0.0159593678259264,-0.0159593678259264,-0.0159593678259264,-0.002977184742876096,-0.002977184742876096,-0.002977184742876096,-0.0129821830830503,-0.0129821830830503,-0.0129821830830503,0.0,0.0,0.0,2.3890357144283745
58,2019-04-15,2.4054892437341002,2.387966179392102,2.438864664284627,2.4054892437341002,2.4054892437341002,0.0061625485373835,0.0061625485373835,0.0061625485373835,2.056776202461753e-05,2.056776202461753e-05,2.056776202461753e-05,0.006141980775358882,0.006141980775358882,0.006141980775358882,0.0,0.0,0.0,2.4116517922714835
59,2019-04-27,2.405983405213899,2.397116258923158,2.4482002048959903,2.405983405213899,2.405983405213899,0.016158900194921708,0.016158900194921708,0.016158900194921708,-0.0008931750872316999,-0.0008931750872316999,-0.0008931750872316999,0.017052075282153405,0.017052075282153405,0.017052075282153405,0.0,0.0,0.0,2.4221423054088205
60,2019-05-09,2.406477566693698,2.3928806988504325,2.4415320106570366,2.406477566693698,2.406477566693698,0.010004498954209547,0.010004498954209547,0.010004498954209547,-0.007423417490248397,-0.007423417490248397,-0.007423417490248397,0.017427916444457944,0.017427916444457944,0.017427916444457944,0.0,0.0,0.0,2.4164820656479074
61,2019-05-21,2.4069717281605563,2.410823848709823,2.461678342419517,2.4069717281605563,2.4069717281605563,0.02908787913497648,0.02908787913497648,0.02908787913497648,0.0018582141342020388,0.0018582141342020388,0.0018582141342020388,0.027229665000774443,0.027229665000774443,0.027229665000774443,0.0,0.0,0.0,2.4360596072955327
62,2019-06-02,2.407465889627415,2.4101493714713964,2.4586981027284334,2.407465889627415,2.407465889627415,0.02530435970075885,0.02530435970075885,0.02530435970075885,0.001073802097846245,0.001073802097846245,0.001073802097846245,0.024230557602912598,0.024230557602912598,0.024230557602912598,0.0,0.0,0.0,2.4327702493281738
63,2019-06-14,2.407960051094274,2.4036222357103987,2.453154772937682,2.407960051094274,2.407960051094274,0.02071292220901743,0.02071292220901743,0.02071292220901743,0.008341193326292105,0.008341193326292105,0.008341193326292105,0.012371728882725324,0.012371728882725324,0.012371728882725324,0.0,0.0,0.0,2.428672973303291
64,2019-06-26,2.408454212561132,2.4050174240205515,2.4555910383781447,2.408454212561132,2.408454212561132,0.021925332186876496,0.021925332186876496,0.021925332186876496,-0.002977184742849735,-0.002977184742849735,-0.002977184742849735,0.024902516929726233,0.024902516929726233,0.024902516929726233,0.0,0.0,0.0,2.4303795447480088
65,2019-07-08,2.4089483740279904,2.4237747215547873,2.4736471123931056,2.4089483740279904,2.4089483740279904,0.03895222613807484,0.03895222613807484,0.03895222613807484,2.0567762020812127e-05,2.0567762020812127e-05,2.0567762020812127e-05,0.03893165837605403,0.03893165837605403,0.03893165837605403,0.0,0.0,0.0,2.4479006001660655
66,2019-07-20,2.409442535494849,2.410204278150908,2.4604907917219334,2.409442535494849,2.409442535494849,0.02691293843005347,0.02691293843005347,0.02691293843005347,-0.0008931750872258918,-0.0008931750872258918,-0.0008931750872258918,0.027806113517279366,0.027806113517279366,0.027806113517279366,0.0,0.0,0.0,2.4363554739249027
67,2019-08-13,2.410277395222835,2.401797324727438,2.452890877685797,2.410277395222835,2.410277395222835,0.017308339707203482,0.017308339707203482,0.017308339707203482,0.001858214134176587,0.001858214134176587,0.001858214134176587,0.01545012557302689,0.01545012557302689,0.01545012557302689,0.0,0.0,0.0,2.4275857349300387
68,2019-08-25,2.410694825086828,2.4017728424179228,2.453429180747411,2.410694825086828,2.410694825086828,0.016660338058228745,0.016660338058228745,0.016660338058228745,0.001073802097852786,0.001073802097852786,0.001073802097852786,0.015586535960375958,0.015586535960375958,0.015586535960375958,0.0,0.0,0.0,2.427355163145057
69,2019-09-06,2.4111122549508206,2.406315783076038,2.456514337721811,2.4111122549508206,2.4111122549508206,0.02063966529580826,0.02063966529580826,0.02063966529580826,0.008341193326284127,0.008341193326284127,0.008341193326284127,0.01229847196952413,0.01229847196952413,0.01229847196952413,0.0,0.0,0.0,2.431751920246629
70,2019-09-18,2.4115296848148136,2.3823256747427686,2.4332563539219603,2.4115296848148136,2.4115296848148136,-0.002828039475544231,-0.002828039475544231,-0.002828039475544231,-0.0029771847428608166,-0.0029771847428608166,-0.0029771847428608166,0.00014914526731658507,0.00014914526731658507,0.00014914526731658507,0.0,0.0,0.0,2.4087016453392693
71,2019-09-30,2.4119471146788065,2.373412077322726,2.4222946123861853,2.4119471146788065,2.4119471146788065,-0.014931882035375302,-0.014931882035375302,-0.014931882035375302,2.0567761989150073e-05,2.0567761989150073e-05,2.0567761989150073e-05,-0.01495244979736445,-0.01495244979736445,-0.01495244979736445,0.0,0.0,0.0,2.3970152326434313
72,2019-10-12,2.4123645445428,2.3676659497230945,2.4153815882118206,2.4123645445428,2.4123645445428,-0.02116486145923775,-0.02116486145923775,-0.02116486145923775,-0.0008931750872200846,-0.0008931750872200846,-0.0008931750872200846,-0.020271686372017664,-0.020271686372017664,-0.020271686372017664,0.0,0.0,0.0,2.391199683083562
73,2019-10-24,2.412608027394784,2.3580415882574566,2.4062500188438074,2.412608027394784,2.412608027394784,-0.029785142196759772,-0.029785142196759772,-0.029785142196759772,-0.007423417490245244,-0.007423417490245244,-0.007423417490245244,-0.022361724706514527,-0.022361724706514527,-0.022361724706514527,0.0,0.0,0.0,2.382822885198024
74,2019-11-05,2.412851510246768,2.3669260906291734,2.4173122717854323,2.412851510246768,2.412851510246768,-0.02066742518358402,-0.02066742518358402,-0.02066742518358402,0.001858214134191108,0.001858214134191108,0.001858214134191108,-0.022525639317775126,-0.022525639317775126,-0.022525639317775126,0.0,0.0,0.0,2.392184085063184
75,2019-11-17,2.4130949930987518,2.376113501084855,2.424355315922417,2.4130949930987518,2.4130949930987518,-0.012895220554352283,-0.012895220554352283,-0.012895220554352283,0.0010738020978559785,0.0010738020978559785,0.0010738020978559785,-0.01396902265220826,-0.01396902265220826,-0.01396902265220826,0.0,0.0,0.0,2.4001997725443993
76,2019-11-29,2.4133384759507357,2.388989869153702,2.4392195542145494,2.4133384759507357,2.4133384759507357,0.0009773733110539629,0.0009773733110539629,0.0009773733110539629,0.008341193326291144,0.008341193326291144,0.008341193326291144,-0.007363820015237181,-0.007363820015237181,-0.007363820015237181,0.0,0.0,0.0,2.4143158492617895
77,2019-12-11,2.41358195880272,2.377330246489461,2.4287463459195635,2.41358195880272,2.41358195880272,-0.010719557771641311,-0.010719557771641311,-0.010719557771641311,-0.0029771847428603357,-0.0029771847428603357,-0.0029771847428603357,-0.007742373028780975,-0.007742373028780975,-0.007742373028780975,0.0,0.0,0.0,2.402862401031079
78,2019-12-23,2.4138254416547036,2.3766473866549864,2.427502561453724,2.4138254416547036,2.4138254416547036,-0.012234341880607149,-0.012234341880607149,-0.012234341880607149,2.0567762002946424e-05,2.0567762002946424e-05,2.0567762002946424e-05,-0.012254909642610097,-0.012254909642610097,-0.012254909642610097,0.0,0.0,0.0,2.4015910997740963
79,2020-01-04,2.414068924506688,2.364737745738216,2.415668414268953,2.414068924506688,2.414068924506688,-0.023642371178422075,-0.023642371178422075,-0.023642371178422075,-0.0008931750872054232,-0.0008931750872054232,-0.0008931750872054232,-0.02274919609121665,-0.02274919609121665,-0.02274919609121665,0.0,0.0,0.0,2.390426553328266
80,2020-01-16,2.414246676550668,2.3603412392858383,2.4125096001798036,2.414246676550668,2.414246676550668,-0.02873076583031615,-0.02873076583031615,-0.02873076583031615,-0.00742341749023526,-0.00742341749023526,-0.00742341749023526,-0.02130734834008089,-0.02130734834008089,-0.02130734834008089,0.0,0.0,0.0,2.385515910720352
81,2020-01-28,2.4144244285946477,2.3860123312189527,2.43679710045098,2.4144244285946477,2.4144244285946477,-0.004009674300220218,-0.004009674300220218,-0.004009674300220218,0.001858214134165656,0.001858214134165656,0.001858214134165656,-0.0058678884343858735,-0.0058678884343858735,-0.0058678884343858735,0.0,0.0,0.0,2.4104147542944276
82,2020-02-09,2.414602180638628,2.379621670196693,2.4290979557971757,2.414602180638628,2.414602180638628,-0.01087747432629839,-0.01087747432629839,-0.01087747432629839,0.001073802097842148,0.001073802097842148,0.001073802097842148,-0.01195127642414054,-0.01195127642414054,-0.01195127642414054,0.0,0.0,0.0,2.4037247063123295
83,2020-02-21,2.414779932682608,2.368787423780434,2.4185468178617002,2.414779932682608,2.414779932682608,-0.019955173481162655,-0.019955173481162655,-0.019955173481162655,0.008341193326283166,0.008341193326283166,0.008341193326283166,-0.028296366807445822,-0.028296366807445822,-0.028296366807445822,0.0,0.0,0.0,2.394824759201445
84,2020-03-04,2.4149576847265877,2.370877710137786,2.42021152206829,2.4149576847265877,2.4149576847265877,-0.020660593484197916,-0.020660593484197916,-0.020660593484197916,-0.002977184742871417,-0.002977184742871417,-0.002977184742871417,-0.017683408741326498,-0.017683408741326498,-0.017683408741326498,0.0,0.0,0.0,2.3942970912423895
